PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
48,2023-09-21,16:15:21.45,16,3,"Kenty, Jansen",1000276603,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,83.23084,-1.43148,2.508007,1379.607238,111.549794,9:45,5.37869,-1.38223,5.8941,-34.06175,7.01792,-13.90717,1.20956,-0.21104,75.12901,-7.766804,0.010516,0.461302,101.67636,-34.189665,150.847192,,,,,1.56621,1.56621,49.004744,0.024592,7.99977,4.48792,1.18832,50,5.24383,-4.73641,-120.60391,-4.1026,11.55605,27.66108,-25.69106,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,f95ad290-58c3-11ee-b66d-2b55a1776162,81.70889,2.06364,,8.10183,,,,3.68036,2.06364,-0.29768,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:15:21.45,2023-09-21T16:15:21.4563410-05:00,2023-09-21T21:15:21.4563410Z,GroundBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,5739f593-76c0-4c4f-a262-1ea9a925706d,54.60586,-121.6557,13.83054,5.38125,-3.12572,-12.84553,1.37677,-5.17582,5.77803,180,3.68095,-107.87863,,,,,,,,2.06411,-83.91597,,,,,,,,-0.29802,60.17477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
49,2023-09-21,16:15:41.95,16,4,"Kenty, Jansen",1000276603,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,83.24072,-0.313463,2.221292,1447.147436,100.865205,9:15,5.39795,-1.36635,5.80788,-36.95447,3.75855,-12.48922,2.02668,-0.34031,75.87536,-7.140108,-0.017947,0.459238,,,,,,,,,,,,7.105,2.36536,1.19181,50,5.35003,-4.19919,-120.81303,-1.8797,10.4184,25.26554,-28.70564,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,0590e400-58c4-11ee-b66d-2b55a1776162,82.07598,,,7.36536,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:15:41.95,2023-09-21T16:15:41.9521618-05:00,2023-09-21T21:15:41.9521618Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,e08be7e7-26dc-4c5d-82ec-4d7671a8158d,54.69416,-121.79076,12.63277,5.40128,-0.76885,-14.35282,1.36211,-4.60237,5.2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
50,2023-09-21,16:15:59.06,16,5,"Kenty, Jansen",1000276603,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.57208,-0.672558,1.215003,1577.26734,97.523266,9:15,5.31897,-1.2083,5.74935,-37.78392,3.50984,-16.51068,1.54399,-1.45285,75.64124,-7.626293,-1.744896,0.462502,,,,,,,,,,,,8.73477,2.40244,1.11742,50,5.24016,-1.88036,-119.91531,-2.6736,12.67073,24.00438,-28.68904,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,0fcb9aa0-58c4-11ee-b66d-2b55a1776162,81.49682,,,6.93083,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:15:59.06,2023-09-21T16:15:59.0607954-05:00,2023-09-21T21:15:59.0607954Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,cbb58cc1-76a2-442d-b2cd-4ae82833497b,54.75178,-120.86277,12.00219,5.32334,-1.54123,-14.34452,1.20151,-2.38048,6.33536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
51,2023-09-21,16:16:17.92,17,1,"Kenty, Jansen",1000276603,Left,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.54597,-2.021736,3.259249,2422.151058,153.325654,11:00,5.70542,-1.05601,5.25564,-13.36265,20.38666,-9.65587,2.68833,1.2051,83.85459,-4.581057,1.550868,0.418123,,,,,,,,,,,,5.75197,11.09162,0.76419,50,5.51032,-7.15845,-133.91953,-5.13593,10.38299,30.54548,-12.1523,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,1b00b6d0-58c4-11ee-b66d-2b55a1776162,90.14678,,,8.69139,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:16:17.92,2023-09-21T16:16:17.9243602-05:00,2023-09-21T21:16:17.9243602Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,28f44b34-cc77-465b-aca7-04e319a4e635,55.24231,-135.10994,15.27274,5.70125,-4.66233,-6.07615,1.05105,-7.5631,5.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
52,2023-09-21,16:30:03.91,17,2,"Adams, Zane",1000111359,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.97568,-2.644817,2.221047,1899.151162,149.810902,11:00,6.7324,-0.43288,6.03975,-17.17202,16.45934,-8.94705,2.84888,0.87911,83.23059,-5.899869,0.611702,0.417392,,,,,,,,,,,,5.20485,9.5278,0.26424,50,6.51643,-4.73741,-131.97724,-6.60792,9.1827,28.01129,-15.36452,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,07564fd0-58c6-11ee-b66d-2b55a1776162,90.30476,,,7.74509,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:30:03.91,2023-09-21T16:30:03.9131218-05:00,2023-09-21T21:30:03.9131218Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,234a4223-38c5-4fa0-bd44-fc1a6591ab5e,54.46006,-132.92048,14.00565,6.73024,-6.09054,-7.68226,0.42897,-5.04663,4.59135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
53,2023-09-21,16:30:27.76,17,3,"Adams, Zane",1000111359,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.1179,-3.71075,2.408094,2148.89808,178.80142,12:00,6.70758,-0.3556,6.20264,-14.38745,19.08973,-0.37626,2.07543,1.83725,83.23471,-6.467871,2.340265,0.416434,,,,,,,,,,,,0.87811,11.25599,0.17469,50,6.42054,-5.53585,-132.01375,-8.94103,1.54631,28.66305,-12.35263,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,1590e3d0-58c6-11ee-b66d-2b55a1776162,90.51245,,,7.8832,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:30:27.76,2023-09-21T16:30:27.7647442-05:00,2023-09-21T21:30:27.7647442Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,da7e1979-9fdb-4240-90b5-a12edc0622a0,54.29605,-132.94325,14.33153,6.70399,-8.54045,-6.17632,0.35502,-5.58599,0.77315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
54,2023-09-21,16:30:42.22,17,4,"Adams, Zane",1000111359,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.94873,-3.445499,1.064143,2025.464403,144.252353,10:45,6.70428,-0.44452,6.03908,-16.38513,17.3367,-11.68477,2.1441,-0.4328,83.15356,-6.554325,-1.039635,0.417953,73.82554,69.462627,-57.5563,4776.377268,,,,,56.28008,,,6.35048,10.25776,0.36789,50,6.4263,-1.9648,-131.92339,-8.42185,11.16568,28.67022,-14.13839,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,1e26c410-58c6-11ee-b66d-2b55a1776162,90.18354,119.45882,,7.79517,,,,0.86381,3.33298,-0.78378,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:30:42.22,2023-09-21T16:30:42.2291026-05:00,2023-09-21T21:30:42.2291026Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,35e22a5e-3178-486e-b933-22f93ca4bc4c,54.4622,-132.88959,14.33511,6.7021,-7.94538,-7.0692,0.44045,-2.3411,5.58284,,0.86385,20.37564,-13.19016,3.86865,-0.8885,0.21362,-0.03467,-0.001,0.00083,3.33297,101.39671,-25.03261,2.69819,-0.49095,0.07962,-0.01827,0.00448,-0.00053,-0.78379,-32.0566,2.82721,-0.6897,0.13734,-0.03028,0.00521,-0.00016,-6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
55,2023-09-21,16:31:01.32,17,5,"Adams, Zane",1000111359,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,1,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.56304,-1.014137,1.434212,2409.375172,315.457042,4:30,6.64386,-0.63636,5.37756,-45.09436,-1.69327,2.84004,1.93485,0.94516,75.10159,-9.164615,1.94016,0.474156,,,,,,,,,,,,-1.07996,-0.24071,0.50581,50,6.52077,-3.04459,-117.09683,-3.65898,-1.51623,19.79315,-32.51199,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,299df250-58c6-11ee-b66d-2b55a1776162,79.49368,,,5.46145,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:31:01.32,2023-09-21T16:31:01.3240402-05:00,2023-09-21T21:31:01.3240402Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,318e9434-93fc-4dfd-ac09-2947d1c60381,55.1258,-117.96007,9.89658,6.64943,-2.24103,-16.25599,0.63715,-2.97846,-0.75812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
56,2023-09-21,16:31:19.31,17,6,"Adams, Zane",1000111359,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,2,2,Fastball,Four-Seam,InPlay,Undefined,Popup,Undefined,0,0,,91.55629,-1.824873,0.627056,1938.128884,142.292198,10:45,6.72174,-0.5964,6.16328,-18.79623,14.11898,-10.1256,3.46893,-0.86091,83.93348,-5.375765,-1.200378,0.412924,65.79255,51.81831,-9.084351,,107.62066,80.13863,-22.75499,162.08193,162.08193,-14.088202,4.712628,5.43457,8.12729,0.55401,50,6.57358,-1.03995,-133.05807,-4.81308,9.75436,28.23394,-17.58659,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,34457480-58c6-11ee-b66d-2b55a1776162,91.28185,84.73192,,7.62281,,,,1.12276,3.46867,0.86395,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:31:19.31,2023-09-21T16:31:19.3152082-05:00,2023-09-21T21:31:19.3152082Z,Popup,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,7d4edeb6-9d07-4985-b2da-8bb46a8292c8,54.33824,-133.97545,14.11697,6.72069,-4.24166,-8.7933,0.59295,-1.35689,4.87718,175.174046,1.1259,58.82768,-13.4686,2.91677,-0.14862,-0.12079,0.03743,-0.00447,0.00019,3.46768,75.86764,-20.14568,1.56477,-0.21062,-0.03507,0.02599,-0.00487,0.00031,0.86372,-9.4111,1.00505,-0.33855,0.02536,0.01791,-0.00707,0.00106,-6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
57,2023-09-21,16:31:42.06,18,1,"Adams, Zane",1000111359,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.26974,-3.574609,2.048837,1987.171613,147.608063,11:00,6.72591,-0.32009,6.26943,-17.47217,16.26796,-9.66323,1.96798,0.76433,83.09874,-6.878031,0.30237,0.418066,,,,,,,,,,,,5.56166,9.7189,0.17297,50,6.4522,-4.29712,-130.97685,-8.68526,9.71113,26.32588,-15.20402,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,41d8a4f0-58c6-11ee-b66d-2b55a1776162,90.15909,,,7.171,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:31:42.06,2023-09-21T16:31:42.0691026-05:00,2023-09-21T21:31:42.0691026Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,179f7102-2c24-4573-b987-04a47714066c,54.23181,-131.82469,13.16294,6.72403,-8.19561,-7.60201,0.31639,-4.60987,4.85556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
58,2023-09-21,16:31:57.86,18,2,"Adams, Zane",1000111359,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.44647,-3.610133,1.076258,2142.429976,157.520581,11:15,6.74523,-0.63233,6.31872,-15.32355,18.35718,-7.14713,2.1381,-0.2365,82.84611,-6.540247,-0.217133,0.417698,66.48213,22.13262,-151.300242,4088.846028,,,,,53.38622,,,4.03,10.90272,0.55692,50,6.47335,-2.18024,-131.23858,-8.68697,7.02678,27.84212,-13.16389,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,4b416590-58c6-11ee-b66d-2b55a1776162,90.23856,17.02879,,7.60036,,,,1.78763,1.69146,0.52253,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:31:57.86,2023-09-21T16:31:57.8670674-05:00,2023-09-21T21:31:57.8670674Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,916356fd-71c4-44a3-a833-b65d5b5db159,54.1822,-132.12285,13.92106,6.74261,-8.26888,-6.58195,0.62971,-2.40342,3.51339,63.087713,1.78763,-79.22586,4.27471,0.11333,-0.0538,0.0358,-0.00801,0.00303,-0.00094,1.69146,36.73592,-21.15763,1.8393,-0.35779,0.0714,-0.01056,0.00243,-0.00047,0.52253,-43.37446,8.42108,-1.31978,0.29347,-0.04207,0.00631,-0.00127,3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
59,2023-09-21,16:32:16.25,18,3,"Adams, Zane",1000111359,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,0,0,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Undefined,0,0,,77.68436,0.787178,-1.117749,2247.47039,333.636376,5:00,6.56388,-0.76658,5.54206,-54.10393,-7.50725,4.38961,2.79112,-1.44558,71.98321,-9.039213,-0.333223,0.491302,,,,,,,,,,,,-2.53307,-3.67941,0.86042,50,6.59552,2.03969,-112.94018,-0.25158,-3.28789,19.62016,-36.9499,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,56422b50-58c6-11ee-b66d-2b55a1776162,76.71942,,,5.70115,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:32:16.25,2023-09-21T16:32:16.2551890-05:00,2023-09-21T21:32:16.2551890Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,146b0fca-5f1d-45e3-8aa5-3bfd15ad4d8c,54.9628,-113.79906,9.81008,6.57113,1.36591,-18.47495,0.76798,2.18362,-1.64395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
60,2023-09-21,16:32:40.50,19,1,"Adams, Zane",1000111359,Left,ALA_CRI,"Bailey, Walt",1000188499,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.7817,-0.09719,0.163529,2353.185948,304.646293,4:15,6.63977,-0.82311,5.22941,-49.0729,-2.22941,5.12268,2.459,-0.24249,72.35998,-8.960661,1.073884,0.492602,,,,,,,,,,,,-2.52602,-0.69083,0.80406,50,6.5938,-0.52391,-113.06998,-1.89625,-3.30218,18.72898,-33.07713,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,64b0eeb0-58c6-11ee-b66d-2b55a1776162,76.51708,,,5.42172,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:32:40.50,2023-09-21T16:32:40.5010002-05:00,2023-09-21T21:32:40.5010002Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,f1954dac-e041-4a57-bc7f-bc586db0249d,55.27391,-113.94021,9.36449,6.6462,-0.35935,-16.53857,0.82484,-0.37048,-1.65109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
61,2023-09-21,16:32:57.40,19,2,"Adams, Zane",1000111359,Left,ALA_CRI,"Bailey, Walt",1000188499,Right,ALA_CRI1,Undefined,1,Top,0,0,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.12077,-1.507016,0.99148,2271.338218,321.475007,4:45,6.66263,-0.6689,5.42543,-51.89093,-5.07862,5.24028,0.9263,0.69656,72.04218,-10.888699,1.927638,0.492438,,,,,,,,,,,,-2.35788,-1.69591,0.57715,50,6.49264,-2.16421,-113.37957,-4.74737,-3.05031,21.92683,-34.368,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,6ec7f0b0-58c6-11ee-b66d-2b55a1776162,76.54253,,,6.0786,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:32:57.40,2023-09-21T16:32:57.4073426-05:00,2023-09-21T21:32:57.4073426Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,872876d6-b57c-4e30-a146-7ed4833b65f2,55.07719,-114.35725,10.96342,6.67016,-3.21496,-17.184,0.67062,-2.0282,-1.52515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
62,2023-09-21,16:33:18.31,20,1,"Adams, Zane",1000111359,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.26394,-1.435911,0.801169,1805.527049,175.118598,11:45,6.79465,-0.38867,6.03319,-17.46336,16.65367,-1.32925,4.00924,0.24253,82.45624,-4.755348,0.561946,0.420394,,,,,,,,,,,,0.90929,9.30638,0.32679,50,6.67295,-1.7777,-131.11121,-3.79965,1.58112,27.99238,-15.99164,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,7b360210-58c6-11ee-b66d-2b55a1776162,89.6597,,,7.80771,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:33:18.31,2023-09-21T16:33:18.3178322-05:00,2023-09-21T21:33:18.3178322Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,07b52aae-44bb-4785-802d-ea365e21cf84,54.4667,-132.06141,13.99619,6.79272,-3.25682,-7.99582,0.38805,-1.83137,0.79056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
63,2023-09-21,16:33:37.39,20,2,"Adams, Zane",1000111359,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.14842,-4.959723,0.857189,1389.596657,131.05785,10:15,6.72946,-0.70636,6.25632,-28.16962,10.84938,-11.06544,-0.20362,-0.83796,77.88893,-10.154581,-1.147506,0.449583,,,,,,,,,,,,6.05705,7.35032,0.6483,50,6.3464,-1.42628,-121.94899,-11.41759,9.14184,23.47603,-21.08029,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,8692a370-58c6-11ee-b66d-2b55a1776162,83.83874,,,6.25949,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:33:37.39,2023-09-21T16:33:37.3969490-05:00,2023-09-21T21:33:37.3969490Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,c1d382ef-dd20-4f78-b798-7b769a71c39d,54.24666,-122.76378,11.73801,6.72998,-10.68595,-10.54014,0.70331,-1.74357,4.57092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
64,2023-09-21,16:33:56.78,20,3,"Adams, Zane",1000111359,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.08565,-3.918908,0.597784,1401.031079,143.560957,10:45,6.6391,-0.62862,5.95015,-21.95694,16.29198,-11.20406,1.16869,-1.00783,78.91724,-7.996479,-1.417441,0.445124,,,,,,,,,,,,5.92713,9.70627,0.58743,50,6.31436,-0.85242,-123.48529,-9.12065,9.24719,22.19413,-17.03092,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,92219f70-58c6-11ee-b66d-2b55a1776162,84.67852,,,6.16841,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:33:56.78,2023-09-21T16:33:56.7841362-05:00,2023-09-21T21:33:56.7841362Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,f105a200-c9ad-4136-8b4a-775f7451af1b,54.55193,-124.30072,11.09706,6.63797,-8.49492,-8.51546,0.62499,-1.19217,4.6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
65,2023-09-21,16:34:12.85,20,4,"Adams, Zane",1000111359,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,2,1,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,82.97431,-2.140326,0.633234,1526.237457,164.153039,11:30,6.55731,-0.79467,6.02505,-22.62978,17.57564,-4.63918,2.6881,-0.59475,76.37769,-6.391998,-0.201895,0.456366,,,,,,,,,,,,2.5776,10.01693,0.74771,50,6.3774,-1.15881,-120.55747,-5.15122,3.80879,22.55351,-17.37246,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,9bb73c70-58c6-11ee-b66d-2b55a1776162,82.5925,,,6.59662,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:34:12.85,2023-09-21T16:34:12.8528978-05:00,2023-09-21T21:34:12.8528978Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,610df2ae-0cfe-4e98-904c-e85c6bff917f,54.47657,-121.39205,11.27676,6.55612,-4.50836,-8.68623,0.7932,-1.29975,1.90439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
