PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
66,2023-09-21,16:34:34.26,20,5,"Adams, Zane",1000111359,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.33351,-3.917415,0.755431,2010.497712,167.296868,11:30,6.73844,-0.35853,5.94098,-13.2369,20.8545,-4.46433,1.99534,-0.02974,83.13199,-6.44543,-0.04659,0.420236,,,,,,,,,,,,2.48465,12.04229,0.3008,50,6.41805,-1.53886,-131.02136,-9.32515,4.34626,26.05136,-11.10922,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,a87b3600-58c6-11ee-b66d-2b55a1776162,89.69343,,,7.20152,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,21:34:34.26,2023-09-21T16:34:34.2689874-05:00,2023-09-21T21:34:34.2689874Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,e6d205ef-e3ca-4d56-afc1-1201d815381b,54.55965,-131.92485,13.02568,6.73478,-8.93988,-5.55461,0.35678,-1.68959,2.17313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
67,2023-09-21,17:00:27.36,21,1,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,1,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.31004,-0.093215,6.52978,1993.740269,119.858937,10:00,5.81409,-2.63608,5.75185,-24.10009,9.92886,-15.38517,3.71841,2.18725,83.21637,-4.572444,3.803626,0.419851,,,,,,,,,,,,9.54792,5.41099,2.10082,50,5.79167,-14.39502,-131.81253,-1.05426,16.82927,27.53139,-22.63656,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,462c71e0-58ca-11ee-b66d-2b55a1776162,89.77565,,,8.09366,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:00:27.36,2023-09-21T17:00:27.3697362-05:00,2023-09-21T22:00:27.3697362Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,69d8cc27-d2f3-4736-9e5c-d3c75bcbb5c1,54.74824,-132.80058,13.76569,5.81493,-0.24187,-11.31828,2.62826,-14.99899,8.41464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
68,2023-09-21,17:00:40.48,21,2,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,1,1,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.64331,-2.248174,5.089507,2005.231062,115.864092,9:45,5.83717,-2.71071,5.71783,-25.04293,8.57,-15.50839,1.64659,0.75059,84.10623,-6.874357,2.328205,0.417277,,,,,,,,,,,,9.23008,5.28162,2.29372,50,5.63285,-11.12136,-132.58437,-6.12069,16.50015,27.20867,-22.73233,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,4e051ca0-58ca-11ee-b66d-2b55a1776162,90.32946,,,7.53708,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:00:40.48,2023-09-21T17:00:40.4860498-05:00,2023-09-21T22:00:40.4860498Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,31091413-b424-4a34-a195-6ea391f58e6b,54.78381,-133.56249,13.60434,5.83819,-5.30349,-11.36617,2.70418,-11.71452,8.25007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
69,2023-09-21,17:00:58.78,21,3,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,1,1,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Undefined,0,0,,91.44744,-0.704959,4.071853,1994.899824,107.398847,9:30,5.75448,-2.77499,5.48991,-27.17458,6.76272,-18.20469,2.82872,-0.47627,83.75444,-5.708358,0.837076,0.419285,89.9313,1.89791,-13.56926,2480.215737,,,,70.08704,66.14141,-15.848046,0.56973,10.29284,3.91429,2.43054,50,5.67415,-8.61236,-132.54373,-2.65354,18.36791,27.49369,-25.18886,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,58ec66f0-58ca-11ee-b66d-2b55a1776162,89.89684,2.98923,,7.693,,,,0.44164,2.70224,0.43396,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:00:58.78,2023-09-21T17:00:58.7896402-05:00,2023-09-21T22:00:58.7896402Z,GroundBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,cb3c94c7-23fe-426b-b422-efa40a8d4bf8,55.01251,-133.57944,13.74685,5.75624,-1.70466,-12.59443,2.76801,-9.30429,9.18396,89.831758,0.46422,127.61444,-17.77106,,,,,,,2.71312,4.11199,-15.60788,,,,,,,0.45051,-31.32257,-5.42307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
70,2023-09-21,17:01:20.98,22,1,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,1,0,0,Sinker,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.1107,-0.733009,4.496454,2118.011842,130.370434,10:15,5.85719,-2.66943,5.52794,-20.59493,13.66048,-14.77706,3.45352,0.31139,83.13459,-4.580194,1.873497,0.421246,,,,,,,,,,,,8.62457,7.41579,2.2876,50,5.77967,-9.69099,-131.90661,-2.40049,15.2224,27.58985,-19.0852,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,66259080-58ca-11ee-b66d-2b55a1776162,89.47841,,,7.97611,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:01:20.98,2023-09-21T17:01:20.9894994-05:00,2023-09-21T22:01:20.9894994Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,f2f3e96b-239c-4b88-961c-6c8c4b1f9939,54.97165,-132.94242,13.79492,5.85634,-1.68397,-9.5426,2.66216,-10.26249,7.6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
71,2023-09-21,17:01:38.24,22,2,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,1,0,1,Sinker,Sinker,InPlay,Undefined,LineDrive,Undefined,0,0,,89.94423,-1.45481,4.158267,1902.128447,123.884942,10:15,5.80526,-2.71574,5.59743,-24.05505,10.82686,-14.53367,2.4385,-0.03765,82.62046,-5.908027,1.571944,0.425081,94.93005,7.66126,-4.960165,2632.905116,109.16426,11.5377,-13.52903,214.6348,213.13664,-9.219638,1.978963,8.49154,6.18666,2.36855,50,5.66458,-8.84805,-130.35931,-4.16389,14.69459,25.95367,-21.46808,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,707a85e0-58ca-11ee-b66d-2b55a1776162,88.67121,11.56061,,7.32377,,,,1.49019,2.46454,0.04006,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:01:38.24,2023-09-21T17:01:38.2480978-05:00,2023-09-21T22:01:38.2480978Z,GroundBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,285aafb4-e097-4d24-b3b7-01051048d64f,54.905,-131.33223,12.97684,5.80559,-3.35912,-10.73404,2.71055,-9.3989,7.34729,148.113573,1.49019,137.47106,-23.02106,5.13939,-1.00645,0.17951,-0.02905,0.00367,-0.00024,2.46454,18.56121,-8.35561,-1.63679,0.64496,-0.18127,0.04046,-0.00597,0.00043,0.04006,-11.93068,-4.74146,1.5685,-0.43013,0.10366,-0.02118,0.00314,-0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
72,2023-09-21,17:01:59.57,23,1,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Bailey, Walt",1000188499,Right,ALA_CRI1,Undefined,1,Top,1,0,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,91.07314,-1.117828,3.668832,1917.232348,106.78741,9:30,5.79605,-2.623,5.63667,-28.04049,5.81185,-15.94434,2.41417,-0.52409,83.90534,-6.274176,0.82535,0.418761,88.75456,32.460677,49.204938,3683.457201,64.49608,58.05005,89.10793,329.12246,211.81898,61.080237,4.509568,9.045,3.53807,2.3211,50,5.68276,-7.77197,-132.13577,-3.61649,16.11597,26.10324,-25.87007,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,7d23f290-58ca-11ee-b66d-2b55a1776162,90.00953,70.139,,7.16781,,,,0.0226,2.53639,0.28424,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:01:59.57,2023-09-21T17:01:59.5763794-05:00,2023-09-21T22:01:59.5763794Z,FlyBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,cb6d14de-e5a4-4241-a555-f122f3c8c53e,54.86616,-133.0936,13.05162,5.79804,-2.66721,-12.93504,2.61714,-8.36333,8.05799,,0.01516,71.9452,-19.80762,7.18648,-3.12491,1.24829,-0.34298,0.05192,-0.00317,2.5379,69.83692,-20.66038,1.46552,-0.00352,-0.07509,0.02476,-0.00303,0.0001,0.28912,83.04207,-5.93782,-0.51088,0.86335,-0.37458,0.0804,-0.00761,0.0002,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
73,2023-09-21,17:02:16.40,23,2,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Bailey, Walt",1000188499,Right,ALA_CRI1,Undefined,1,Top,1,0,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.4877,0.581808,3.043058,2626.166855,36.83001,7:15,5.98067,-2.26447,5.69972,-55.28326,-8.33469,-7.61288,1.91669,-0.06047,70.53103,-9.55706,1.68046,0.493154,,,,,,,,,,,,4.92299,-3.80028,2.01346,50,5.99603,-5.73606,-113.58931,-0.70845,6.25427,26.16152,-37.00198,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,873bb7e0-58ca-11ee-b66d-2b55a1776162,76.43139,,,7.95667,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:02:16.40,2023-09-21T17:02:16.4000338-05:00,2023-09-21T22:02:16.4000338Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,c65a153a-1874-4d20-b487-82d052b9ea2a,54.799,-114.68928,13.08076,5.99311,0.8473,-18.50099,2.26016,-5.99902,3.12714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
74,2023-09-21,17:02:34.77,24,1,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.01255,2.636997,1.403502,1768.659757,37.576415,7:15,6.03199,-2.3612,5.63193,-58.43007,-10.80942,-9.74623,3.62576,-1.86358,69.80419,-8.092526,-0.338756,0.496671,,,,,,,,,,,,5.34323,-5.6415,2.24766,50,6.22073,-2.36752,-112.90391,3.18521,6.70998,25.7495,-39.25862,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,922bb4c0-58ca-11ee-b66d-2b55a1776162,75.89009,,,8.20836,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:02:34.77,2023-09-21T17:02:34.7743314-05:00,2023-09-21T22:02:34.7743314Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,49539590-d37b-47c6-a6a7-74e933062059,54.86645,-114.00838,12.87475,6.04799,4.86912,-19.62931,2.35539,-2.65533,3.35499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,2023-09-21,17:02:47.83,24,2,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,1,0,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,76.83314,2.338579,0.440562,807.10832,28.045382,7:00,6.00842,-2.32613,5.57535,-52.38798,-3.1289,-2.70614,3.82836,-2.14013,68.57144,-7.325711,-0.042533,0.505143,,,,,,,,,,,,1.4963,-1.66524,2.28987,50,6.17705,-0.74416,-111.1463,2.79027,1.81965,25.08781,-34.19913,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,99f607a0-58ca-11ee-b66d-2b55a1776162,74.61733,,,8.2617,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:02:47.83,2023-09-21T17:02:47.8368338-05:00,2023-09-21T22:02:47.8368338Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,d1d6cd53-53b2-4336-af41-7d35fd3c98eb,54.91919,-112.25116,12.5439,6.021,4.29639,-17.09957,2.32441,-0.8243,0.90983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
76,2023-09-21,17:03:01.93,24,3,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Mueller, Jake",1000276602,Right,ALA_CRI1,Undefined,1,Top,0,3,0,Splitter,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,75.2257,2.227413,0.561987,1089.316562,318.979608,4:45,6.00393,-2.37351,5.62994,-59.42267,-8.46252,9.01961,3.13157,-1.09748,67.76987,-8.675383,2.174844,0.513791,,,,,,,,,,,,-4.3089,-4.32961,2.32005,50,6.15675,-1.41903,-108.97656,2.29196,-5.06194,23.27654,-37.26034,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,a261caa0-58ca-11ee-b66d-2b55a1776162,73.36141,,,7.45583,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:03:01.93,2023-09-21T17:03:01.9367506-05:00,2023-09-21T22:03:01.9367506Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,5b447525-15a9-484a-a747-4dcb2d9d05eb,54.86921,-110.01167,11.63827,6.01799,3.94893,-18.63017,2.37815,-1.19393,-2.53097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2023-09-21,17:03:44.62,25,1,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.61289,-0.371825,3.098887,2000.369887,116.408998,10:00,5.99552,-2.52641,5.30357,-24.85427,9.30449,-16.49702,3.57475,-0.98914,83.45785,-4.963651,0.174242,0.420651,,,,,,,,,,,,9.06575,5.10244,2.25679,50,5.94388,-6.40182,-132.77988,-1.80344,16.162,28.80446,-23.07763,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,bbc12720-58ca-11ee-b66d-2b55a1776162,89.60492,,,8.15504,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:03:44.62,2023-09-21T17:03:44.6257746-05:00,2023-09-21T22:03:44.6257746Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,bdbc02bc-7cc3-4be8-bb09-adaa3bb5a024,55.1961,-133.90234,14.40223,5.99664,-0.90414,-11.53881,2.51854,-7.03163,8.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,2023-09-21,17:03:59.70,25,2,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,1,0,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,75.66421,0.136136,1.889498,2249.743991,314.616005,4:30,6.11656,-2.36626,5.62686,-51.91916,-2.65961,4.2241,1.91706,-0.25044,69.8696,-9.323858,2.644919,0.505146,,,,,,,,,,,,-1.61331,-0.9015,2.20247,50,6.0949,-3.78139,-109.88486,-1.40076,-1.97233,19.49353,-33.27615,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,c4cecf70-58ca-11ee-b66d-2b55a1776162,74.61699,,,5.79462,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:03:59.70,2023-09-21T17:03:59.7085778-05:00,2023-09-21T22:03:59.7085778Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,b9a24952-82e2-4132-a826-1c5287d8da54,54.87518,-110.74634,9.74677,6.12431,0.06981,-16.63807,2.36765,-3.69422,-0.98616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,2023-09-21,17:04:13.73,25,3,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.71574,-1.808967,4.225806,2210.277585,308.335706,4:15,6.00634,-2.33247,5.69642,-49.18463,-0.86488,3.06815,0.21664,1.86852,70.74683,-10.735376,4.773502,0.500304,,,,,,,,,,,,-0.31417,0.5374,1.97494,50,5.82318,-8.31818,-111.06319,-5.07188,-0.38993,21.07104,-31.50705,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,cd27a6b0-58ca-11ee-b66d-2b55a1776162,75.33909,,,5.96891,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:04:13.73,2023-09-21T17:04:13.7310290-05:00,2023-09-21T22:04:13.7310290Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,4e4fb70f-7192-437f-afa4-bc77152fa117,54.80537,-111.97116,10.53552,6.01247,-3.71421,-15.75353,2.33301,-8.30137,-0.19497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2023-09-21,17:04:30.37,25,4,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,2,1,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,74.56816,0.468976,2.255452,2232.306535,307.229037,4:15,6.0884,-2.4529,5.50986,-53.62058,-2.69512,5.57666,2.05894,0.12217,68.92062,-9.276955,3.249803,0.513616,64.5865,-44.710767,60.752416,,,,,4.06127,4.02767,25.856693,0.032221,-2.21858,-1.11213,2.25207,50,6.09277,-4.46476,-108.27551,-0.81089,-2.63456,18.8514,-33.49469,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,d7166030-58ca-11ee-b66d-2b55a1776162,73.38636,2.15531,,5.64754,,,,2.59095,2.15531,-0.12842,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:04:30.37,2023-09-21T17:04:30.3798354-05:00,2023-09-21T22:04:30.3798354Z,GroundBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,08ce5abb-114f-41cd-8820-643a7fd8af11,54.99372,-109.14148,9.4257,6.09468,0.72775,-16.74734,2.45439,-4.34374,-1.31728,180,2.59032,33.01388,,,,,,,,2.15659,-66.8917,,,,,,,,-0.12955,58.95636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
81,2023-09-21,17:04:48.01,25,5,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Hamiter, William",1000078159,Left,ALA_CRI1,Undefined,1,Top,0,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,75.09674,-0.117931,2.292097,2202.562671,275.679584,3:15,6.0255,-2.41144,5.67072,-48.56081,1.1437,3.12536,1.86872,-0.01275,69.63525,-8.975505,2.850981,0.507422,,,,,,,,,,,,-0.98347,1.09295,2.21582,50,5.98496,-4.47977,-109.07568,-1.74203,-1.19133,18.19604,-30.85006,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,e1943a50-58ca-11ee-b66d-2b55a1776162,74.28223,,,5.46148,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:04:48.01,2023-09-21T17:04:48.0115794-05:00,2023-09-21T22:04:48.0115794Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,5a19c22b-e6c3-4df1-9d45-327a2ffdc588,54.83087,-109.87861,9.09802,6.03179,-0.38072,-15.42503,2.41234,-4.4272,-0.59567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,2023-09-21,17:05:10.35,26,1,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Sinker,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.32539,-1.342474,4.037818,1983.334768,105.966597,9:30,5.81684,-2.73436,5.66368,-27.30785,6.33319,-18.65536,2.28598,-0.51746,84.15918,-6.368317,0.710713,0.417452,,,,,,,,,,,,10.44008,3.87992,2.40409,50,5.68576,-8.51201,-132.44241,-4.11763,18.70674,25.95828,-25.22195,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,eedef010-58ca-11ee-b66d-2b55a1776162,90.29175,,,7.16621,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:05:10.35,2023-09-21T17:05:10.3522898-05:00,2023-09-21T22:05:10.3522898Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,64347bfe-bc69-4d4c-bbd5-642033665ff1,54.83861,-133.38739,12.97914,5.81894,-3.19946,-12.61097,2.72636,-9.19301,9.35337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2023-09-21,17:05:27.38,26,2,"Heiberger, Matthew",1000136122,Left,ALA_CRI,"Haeger, Evan",1000112200,Left,ALA_CRI1,Undefined,1,Top,0,0,2,Sinker,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.06365,-1.177094,5.152522,2124.03788,106.751993,9:30,5.77296,-2.46562,5.52919,-26.84222,6.56512,-18.45162,2.43109,0.82659,84.62094,-6.109362,1.878923,0.415999,,,,,,,,,,,,10.61241,3.9339,2.02917,50,5.65231,-11.17476,-133.27599,-3.76148,19.23522,26.5731,-25.04377,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,f906baf0-58ca-11ee-b66d-2b55a1776162,90.60701,,,7.4427,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,2023-09-21,22:05:27.38,2023-09-21T17:05:27.3805906-05:00,2023-09-21T22:05:27.3805906Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,bcf44d7d-d9ee-4726-9eae-da9b9b3fe1c1,54.97323,-134.26391,13.28655,5.77485,-2.83042,-12.52188,2.45791,-11.88988,9.61761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
